step,objects,heap_used,fragmentation,roots,pinned,query_shape,hit_at_1,hit_at_3,mrr_increment,gc_cycles_total,gc_cycles_delta,gc_freed
1,1,323,0.0,0,0,formation,0,0,0.0,0,0,0
2,2,648,0.0,0,0,disk,0,0,0.0,0,0,0
3,3,965,0.0,0,0,circle,0,0,0.0,0,0,0
4,4,1284,0.0,0,0,cigar,0,0,0.0,0,0,0
5,5,1599,0.0,0,0,light,0,0,0.0,0,0,0
6,6,1914,0.0,0,0,light,0,0,0.0,0,0,0
7,7,2235,0.0,0,0,fireball,0,0,0.0,0,0,0
8,8,2558,0.0,0,0,triangle,0,0,0.0,0,0,0
9,9,2867,0.0,0,0,oval,0,0,0.0,0,0,0
10,10,3176,0.0,0,0,disk,0,0,0.0,0,0,0
11,11,3493,0.0,0,0,oval,0,0,0.0,0,0,0
12,12,3818,0.0,0,0,disk,0,0,0.0,0,0,0
13,13,4135,0.0,0,0,disk,0,0,0.0,0,0,0
14,14,4460,0.0,0,0,rectangle,0,0,0.0,0,0,0
15,15,4775,0.0,0,0,diamond,1,1,1.0,0,0,0
16,16,5098,0.0,0,0,formation,0,0,0.0,0,0,0
17,17,5411,0.0,0,0,disk,0,0,0.0,0,0,0
18,18,5726,0.0,0,0,cigar,0,0,0.0,0,0,0
19,19,6041,0.0,0,0,oval,0,0,0.0,0,0,0
20,20,6364,0.0,0,0,cigar,0,0,0.0,0,0,0
21,21,6675,0.0,0,0,light,0,0,0.0,0,0,0
22,22,6990,0.0,0,0,disk,0,0,0.0,0,0,0
23,23,7309,0.0,0,0,disk,0,0,0.0,0,0,0
24,24,7624,0.0,0,0,disk,0,0,0.0,0,0,0
25,25,7933,0.0,0,0,circle,0,0,0.0,0,0,0
26,1,309,0.0,0,0,disk,0,0,0.0,1,1,25
27,2,670,0.0,0,0,light,0,0,0.0,1,0,0
28,3,983,0.0,0,0,sphere,0,0,0.0,1,0,0
29,4,1298,0.0,0,0,light,0,0,0.0,1,0,0
30,5,1621,0.0,0,0,oval,1,1,1.0,1,0,0
31,6,1936,0.0,0,0,light,0,0,0.0,1,0,0
32,7,2259,0.0,0,0,light,0,0,0.0,1,0,0
33,8,2580,0.0,0,0,formation,0,0,0.0,1,0,0
34,9,2899,0.0,0,0,formation,0,0,0.0,1,0,0
35,10,3216,0.0,0,0,sphere,0,0,0.0,1,0,0
36,11,3537,0.0,0,0,disk,0,0,0.0,1,0,0
37,12,3850,0.0,0,0,disk,0,0,0.0,1,0,0
38,13,4177,0.0,0,0,fireball,0,0,0.0,1,0,0
39,14,4494,0.0,0,0,,0,0,0.0,1,0,0
40,15,4809,0.0,0,0,disk,0,0,0.0,1,0,0
41,16,5120,0.0,0,0,disk,0,0,0.0,1,0,0
42,17,5425,0.0,0,0,oval,0,0,0.0,1,0,0
43,18,5742,0.0,0,0,circle,0,0,0.0,1,0,0
44,19,6055,0.0,0,0,circle,0,0,0.0,1,0,0
45,20,6370,0.0,0,0,cigar,1,1,1.0,1,0,0
46,21,6675,0.0,0,0,disk,0,0,0.0,1,0,0
47,22,6990,0.0,0,0,light,0,0,0.0,1,0,0
48,23,7301,0.0,0,0,oval,0,0,0.0,1,0,0
49,24,7616,0.0,0,0,cigar,0,0,0.0,1,0,0
50,25,7939,0.0,0,0,triangle,0,0,0.0,1,0,0
51,1,317,0.0,0,0,light,0,0,0.0,2,1,25
52,2,634,0.0,0,0,light,0,0,0.0,2,0,0
53,3,949,0.0,0,0,circle,0,0,0.0,2,0,0
54,4,1258,0.0,0,0,disk,0,0,0.0,2,0,0
55,5,1579,0.0,0,0,cigar,0,0,0.0,2,0,0
56,6,1903,0.0,0,0,triangle,0,0,0.0,2,0,0
57,7,2222,0.0,0,0,oval,0,0,0.0,2,0,0
58,8,2545,0.0,0,0,disk,0,0,0.0,2,0,0
59,9,2850,0.0,0,0,disk,0,0,0.0,2,0,0
60,10,3165,0.0,0,0,sphere,1,1,1.0,2,0,0
61,11,3492,0.0,0,0,disk,0,0,0.0,2,0,0
62,12,3811,0.0,0,0,disk,0,0,0.0,2,0,0
63,13,4136,0.0,0,0,fireball,0,0,0.0,2,0,0
64,14,4447,0.0,0,0,disk,0,0,0.0,2,0,0
65,15,4770,0.0,0,0,oval,0,0,0.0,2,0,0
66,16,5083,0.0,0,0,,0,0,0.0,2,0,0
67,17,5432,0.0,0,0,formation,0,0,0.0,2,0,0
68,18,5757,0.0,0,0,formation,0,0,0.0,2,0,0
69,19,6076,0.0,0,0,disk,0,0,0.0,2,0,0
70,20,6391,0.0,0,0,,0,0,0.0,2,0,0
71,21,6705,0.0,0,0,cylinder,0,0,0.0,2,0,0
72,22,7018,0.0,0,0,circle,0,0,0.0,2,0,0
73,23,7339,0.0,0,0,formation,0,0,0.0,2,0,0
74,24,7654,0.0,0,0,,0,0,0.0,2,0,0
75,25,7977,0.0,0,0,other,1,1,1.0,2,0,0
76,1,315,0.0,0,0,egg,0,0,0.0,3,1,25
77,2,636,0.0,0,0,chevron,0,0,0.0,3,0,0
78,3,947,0.0,0,0,disk,0,0,0.0,3,0,0
79,4,1274,0.0,0,0,,0,0,0.0,3,0,0
80,5,1587,0.0,0,0,sphere,0,0,0.0,3,0,0
81,6,1906,0.0,0,0,disk,0,0,0.0,3,0,0
82,7,2231,0.0,0,0,cigar,0,0,0.0,3,0,0
83,8,2544,0.0,0,0,disk,0,0,0.0,3,0,0
84,9,2865,0.0,0,0,other,0,0,0.0,3,0,0
85,10,3172,0.0,0,0,sphere,0,0,0.0,3,0,0
86,11,3483,0.0,0,0,oval,0,0,0.0,3,0,0
87,12,3805,0.0,0,0,circle,0,0,0.0,3,0,0
88,13,4130,0.0,0,0,cylinder,0,0,0.0,3,0,0
89,14,4445,0.0,0,0,sphere,0,0,0.0,3,0,0
90,15,4762,0.0,0,0,disk,1,1,1.0,3,0,0
91,16,5071,0.0,0,0,disk,0,0,0.0,3,0,0
92,17,5386,0.0,0,0,light,0,0,0.0,3,0,0
93,18,5705,0.0,0,0,sphere,0,0,0.0,3,0,0
94,19,6024,0.0,0,0,disk,0,0,0.0,3,0,0
95,20,6349,0.0,0,0,other,0,0,0.0,3,0,0
96,21,6662,0.0,0,0,disk,0,0,0.0,3,0,0
97,22,6981,0.0,0,0,circle,0,0,0.0,3,0,0
98,23,7294,0.0,0,0,disk,0,0,0.0,3,0,0
99,24,7609,0.0,0,0,cigar,0,0,0.0,3,0,0
100,25,7934,0.0,0,0,disk,0,0,0.0,3,0,0
101,1,325,0.0,0,0,other,0,0,0.0,4,1,25
102,2,642,0.0,0,0,cylinder,0,0,0.0,4,0,0
103,3,963,0.0,0,0,triangle,0,0,0.0,4,0,0
104,4,1288,0.0,0,0,circle,0,0,0.0,4,0,0
105,5,1617,0.0,0,0,circle,1,1,1.0,4,0,0
106,6,1928,0.0,0,0,light,0,0,0.0,4,0,0
107,7,2277,0.0,0,0,other,0,0,0.0,4,0,0
108,8,2590,0.0,0,0,light,0,0,0.0,4,0,0
109,9,2917,0.0,0,0,diamond,0,0,0.0,4,0,0
110,10,3234,0.0,0,0,light,0,0,0.0,4,0,0
111,11,3559,0.0,0,0,rectangle,0,0,0.0,4,0,0
112,12,3886,0.0,0,0,light,0,0,0.0,4,0,0
113,13,4207,0.0,0,0,,0,0,0.0,4,0,0
114,14,4530,0.0,0,0,,0,0,0.0,4,0,0
115,15,4855,0.0,0,0,circle,0,0,0.0,4,0,0
116,16,5174,0.0,0,0,disk,0,0,0.0,4,0,0
117,17,5493,0.0,0,0,disk,0,0,0.0,4,0,0
118,18,5816,0.0,0,0,,0,0,0.0,4,0,0
119,19,6131,0.0,0,0,disk,0,0,0.0,4,0,0
120,20,6460,0.0,0,0,disk,1,1,1.0,4,0,0
121,21,6791,0.0,0,0,light,0,0,0.0,4,0,0
122,22,7100,0.0,0,0,disk,0,0,0.0,4,0,0
123,23,7403,0.0,0,0,oval,0,0,0.0,4,0,0
124,24,7731,0.0,0,0,sphere,0,0,0.0,4,0,0
125,25,8048,0.0,0,0,disk,0,0,0.0,4,0,0
126,1,311,0.0,0,0,other,0,0,0.0,5,1,25
127,2,632,0.0,0,0,light,0,0,0.0,5,0,0
128,3,949,0.0,0,0,,0,0,0.0,5,0,0
129,4,1260,0.0,0,0,circle,0,0,0.0,5,0,0
130,5,1575,0.0,0,0,,0,0,0.0,5,0,0
131,6,1888,0.0,0,0,oval,0,0,0.0,5,0,0
132,7,2201,0.0,0,0,disk,0,0,0.0,5,0,0
133,8,2530,0.0,0,0,cylinder,0,0,0.0,5,0,0
134,9,2847,0.0,0,0,sphere,0,0,0.0,5,0,0
135,10,3170,0.0,0,0,light,1,1,1.0,5,0,0
136,11,3489,0.0,0,0,disk,0,0,0.0,5,0,0
137,12,3802,0.0,0,0,disk,0,0,0.0,5,0,0
138,13,4141,0.0,0,0,fireball,0,0,0.0,5,0,0
139,14,4462,0.0,0,0,,0,0,0.0,5,0,0
140,15,4779,0.0,0,0,light,0,0,0.0,5,0,0
141,16,5096,0.0,0,0,various,0,0,0.0,5,0,0
142,17,5409,0.0,0,0,cigar,0,0,0.0,5,0,0
143,18,5722,0.0,0,0,other,0,0,0.0,5,0,0
144,19,6045,0.0,0,0,disk,0,0,0.0,5,0,0
145,20,6380,0.0,0,0,,0,0,0.0,5,0,0
146,21,6713,0.0,0,0,formation,0,0,0.0,5,0,0
147,22,7036,0.0,0,0,triangle,0,0,0.0,5,0,0
148,23,7355,0.0,0,0,disk,0,0,0.0,5,0,0
149,24,7678,0.0,0,0,cigar,0,0,0.0,5,0,0
150,25,8007,0.0,0,0,light,1,1,1.0,5,0,0
151,1,317,0.0,0,0,disk,0,0,0.0,6,1,25
152,2,632,0.0,0,0,oval,0,0,0.0,6,0,0
153,3,937,0.0,0,0,oval,0,0,0.0,6,0,0
154,4,1254,0.0,0,0,disk,0,0,0.0,6,0,0
155,5,1579,0.0,0,0,cross,0,0,0.0,6,0,0
156,6,1898,0.0,0,0,other,0,0,0.0,6,0,0
157,7,2219,0.0,0,0,egg,0,0,0.0,6,0,0
158,8,2532,0.0,0,0,disk,0,0,0.0,6,0,0
159,9,2859,0.0,0,0,disk,0,0,0.0,6,0,0
160,10,3174,0.0,0,0,cigar,0,0,0.0,6,0,0
161,11,3503,0.0,0,0,diamond,0,0,0.0,6,0,0
162,12,3820,0.0,0,0,disk,0,0,0.0,6,0,0
163,13,4135,0.0,0,0,disk,0,0,0.0,6,0,0
164,14,4446,0.0,0,0,light,0,0,0.0,6,0,0
165,15,4765,0.0,0,0,circle,1,1,1.0,6,0,0
166,16,5078,0.0,0,0,disk,0,0,0.0,6,0,0
167,17,5397,0.0,0,0,rectangle,0,0,0.0,6,0,0
168,18,5746,0.0,0,0,disk,0,0,0.0,6,0,0
169,19,6059,0.0,0,0,disk,0,0,0.0,6,0,0
170,20,6388,0.0,0,0,disk,0,0,0.0,6,0,0
171,21,6713,0.0,0,0,disk,0,0,0.0,6,0,0
172,22,7030,0.0,0,0,,0,0,0.0,6,0,0
173,23,7355,0.0,0,0,,0,0,0.0,6,0,0
174,24,7676,0.0,0,0,fireball,0,0,0.0,6,0,0
175,25,7999,0.0,0,0,,0,0,0.0,6,0,0
176,1,317,0.0,0,0,disk,0,0,0.0,7,1,25
177,2,646,0.0,0,0,circle,0,0,0.0,7,0,0
178,3,961,0.0,0,0,cigar,0,0,0.0,7,0,0
179,4,1284,0.0,0,0,diamond,0,0,0.0,7,0,0
180,5,1601,0.0,0,0,other,1,1,1.0,7,0,0
181,6,1916,0.0,0,0,disk,0,0,0.0,7,0,0
182,7,2229,0.0,0,0,oval,0,0,0.0,7,0,0
183,8,2540,0.0,0,0,light,0,0,0.0,7,0,0
184,9,2851,0.0,0,0,disk,0,0,0.0,7,0,0
185,10,3178,0.0,0,0,formation,0,0,0.0,7,0,0
186,11,3483,0.0,0,0,disk,0,0,0.0,7,0,0
187,12,3814,0.0,0,0,egg,0,0,0.0,7,0,0
188,13,4137,0.0,0,0,oval,0,0,0.0,7,0,0
189,14,4446,0.0,0,0,other,0,0,0.0,7,0,0
190,15,4759,0.0,0,0,sphere,0,0,0.0,7,0,0
191,16,5072,0.0,0,0,disk,0,0,0.0,7,0,0
192,17,5391,0.0,0,0,,0,0,0.0,7,0,0
193,18,5716,0.0,0,0,rectangle,0,0,0.0,7,0,0
194,19,6029,0.0,0,0,disk,0,0,0.0,7,0,0
195,20,6348,0.0,0,0,circle,1,1,1.0,7,0,0
196,21,6669,0.0,0,0,disk,0,0,0.0,7,0,0
197,22,6990,0.0,0,0,disk,0,0,0.0,7,0,0
198,23,7317,0.0,0,0,fireball,0,0,0.0,7,0,0
199,24,7644,0.0,0,0,sphere,0,0,0.0,7,0,0
200,25,7945,0.0,0,0,egg,0,0,0.0,7,0,0
201,1,325,0.0,0,0,fireball,0,0,0.0,8,1,25
202,2,646,0.0,0,0,light,0,0,0.0,8,0,0
203,3,961,0.0,0,0,oval,0,0,0.0,8,0,0
204,4,1268,0.0,0,0,oval,0,0,0.0,8,0,0
205,5,1583,0.0,0,0,disk,0,0,0.0,8,0,0
206,6,1908,0.0,0,0,circle,0,0,0.0,8,0,0
207,7,2224,0.0,0,0,chevron,0,0,0.0,8,0,0
208,8,2549,0.0,0,0,disk,0,0,0.0,8,0,0
209,9,2877,0.0,0,0,various,0,0,0.0,8,0,0
210,10,3192,0.0,0,0,disk,1,1,1.0,8,0,0
211,11,3511,0.0,0,0,diamond,0,0,0.0,8,0,0
212,12,3840,0.0,0,0,circle,0,0,0.0,8,0,0
213,13,4157,0.0,0,0,disk,0,0,0.0,8,0,0
214,14,4478,0.0,0,0,,0,0,0.0,8,0,0
215,15,4803,0.0,0,0,,0,0,0.0,8,0,0
216,16,5120,0.0,0,0,other,0,0,0.0,8,0,0
217,17,5443,0.0,0,0,sphere,0,0,0.0,8,0,0
218,18,5764,0.0,0,0,cylinder,0,0,0.0,8,0,0
219,19,6079,0.0,0,0,disk,0,0,0.0,8,0,0
220,20,6396,0.0,0,0,egg,0,0,0.0,8,0,0
221,21,6715,0.0,0,0,rectangle,0,0,0.0,8,0,0
222,22,7034,0.0,0,0,,0,0,0.0,8,0,0
223,23,7363,0.0,0,0,formation,0,0,0.0,8,0,0
224,24,7684,0.0,0,0,light,0,0,0.0,8,0,0
225,25,8011,0.0,0,0,circle,1,1,1.0,8,0,0
226,1,311,0.0,0,0,oval,0,0,0.0,9,1,25
227,2,620,0.0,0,0,disk,0,0,0.0,9,0,0
228,3,929,0.0,0,0,cigar,0,0,0.0,9,0,0
229,4,1240,0.0,0,0,oval,0,0,0.0,9,0,0
230,5,1561,0.0,0,0,light,0,0,0.0,9,0,0
231,6,1882,0.0,0,0,circle,0,0,0.0,9,0,0
232,7,2203,0.0,0,0,,0,0,0.0,9,0,0
233,8,2512,0.0,0,0,disk,0,0,0.0,9,0,0
234,9,2837,0.0,0,0,other,0,0,0.0,9,0,0
235,10,3156,0.0,0,0,circle,0,0,0.0,9,0,0
236,11,3481,0.0,0,0,disk,0,0,0.0,9,0,0
237,12,3808,0.0,0,0,disk,0,0,0.0,9,0,0
238,13,4115,0.0,0,0,oval,0,0,0.0,9,0,0
239,14,4421,0.0,0,0,cigar,0,0,0.0,9,0,0
240,15,4740,0.0,0,0,light,1,1,1.0,9,0,0
241,16,5057,0.0,0,0,egg,0,0,0.0,9,0,0
242,17,5366,0.0,0,0,disk,0,0,0.0,9,0,0
243,18,5687,0.0,0,0,chevron,0,0,0.0,9,0,0
244,19,6010,0.0,0,0,other,0,0,0.0,9,0,0
245,20,6335,0.0,0,0,other,0,0,0.0,9,0,0
246,21,6652,0.0,0,0,sphere,0,0,0.0,9,0,0
247,22,6965,0.0,0,0,disk,0,0,0.0,9,0,0
248,23,7284,0.0,0,0,other,0,0,0.0,9,0,0
249,24,7599,0.0,0,0,light,0,0,0.0,9,0,0
250,25,7916,0.0,0,0,sphere,0,0,0.0,9,0,0
251,1,329,0.0,0,0,cylinder,0,0,0.0,10,1,25
252,2,646,0.0,0,0,light,0,0,0.0,10,0,0
253,3,983,0.0,0,0,circle,0,0,0.0,10,0,0
254,4,1294,0.0,0,0,other,0,0,0.0,10,0,0
255,5,1607,0.0,0,0,circle,1,1,1.0,10,0,0
256,6,1926,0.0,0,0,,0,0,0.0,10,0,0
257,7,2255,0.0,0,0,teardrop,0,0,0.0,10,0,0
258,8,2574,0.0,0,0,cigar,0,0,0.0,10,0,0
259,9,2891,0.0,0,0,circle,0,0,0.0,10,0,0
260,10,3210,0.0,0,0,oval,0,0,0.0,10,0,0
261,11,3523,0.0,0,0,,0,0,0.0,10,0,0
262,12,3840,0.0,0,0,cigar,0,0,0.0,10,0,0
263,13,4145,0.0,0,0,sphere,0,0,0.0,10,0,0
264,14,4458,0.0,0,0,disk,0,0,0.0,10,0,0
265,15,4777,0.0,0,0,circle,0,0,0.0,10,0,0
266,16,5092,0.0,0,0,,0,0,0.0,10,0,0
267,17,5397,0.0,0,0,disk,0,0,0.0,10,0,0
268,18,5716,0.0,0,0,cigar,0,0,0.0,10,0,0
269,19,6029,0.0,0,0,cigar,0,0,0.0,10,0,0
270,20,6350,0.0,0,0,cigar,1,1,1.0,10,0,0
271,21,6657,0.0,0,0,disk,0,0,0.0,10,0,0
272,22,6974,0.0,0,0,,0,0,0.0,10,0,0
273,23,7291,0.0,0,0,light,0,0,0.0,10,0,0
274,24,7610,0.0,0,0,light,0,0,0.0,10,0,0
275,25,7931,0.0,0,0,circle,0,0,0.0,10,0,0
276,1,323,0.0,0,0,light,0,0,0.0,11,1,25
277,2,640,0.0,0,0,light,0,0,0.0,11,0,0
278,3,961,0.0,0,0,disk,0,0,0.0,11,0,0
279,4,1290,0.0,0,0,various,0,0,0.0,11,0,0
280,5,1599,0.0,0,0,other,0,0,0.0,11,0,0
281,6,1906,0.0,0,0,egg,0,0,0.0,11,0,0
282,7,2235,0.0,0,0,cylinder,0,0,0.0,11,0,0
283,8,2543,0.0,0,0,light,0,0,0.0,11,0,0
284,9,2856,0.0,0,0,other,0,0,0.0,11,0,0
285,10,3177,0.0,0,0,chevron,1,1,1.0,11,0,0
286,11,3494,0.0,0,0,fireball,0,0,0.0,11,0,0
287,12,3816,0.0,0,0,circle,0,0,0.0,11,0,0
288,13,4145,0.0,0,0,oval,0,0,0.0,11,0,0
289,14,4468,0.0,0,0,disk,0,0,0.0,11,0,0
290,15,4785,0.0,0,0,disk,0,0,0.0,11,0,0
291,16,5100,0.0,0,0,light,0,0,0.0,11,0,0
292,17,5421,0.0,0,0,,0,0,0.0,11,0,0
293,18,5740,0.0,0,0,diamond,0,0,0.0,11,0,0
294,19,6064,0.0,0,0,cigar,0,0,0.0,11,0,0
295,20,6399,0.0,0,0,cigar,0,0,0.0,11,0,0
296,21,6720,0.0,0,0,other,0,0,0.0,11,0,0
297,22,7038,0.0,0,0,circle,0,0,0.0,11,0,0
298,23,7357,0.0,0,0,disk,0,0,0.0,11,0,0
299,24,7672,0.0,0,0,flash,0,0,0.0,11,0,0
300,25,7982,0.0,0,0,disk,1,1,1.0,11,0,0
301,1,315,0.0,0,0,light,0,0,0.0,12,1,25
302,2,632,0.0,0,0,cigar,0,0,0.0,12,0,0
303,3,951,0.0,0,0,other,0,0,0.0,12,0,0
304,4,1268,0.0,0,0,disk,0,0,0.0,12,0,0
305,5,1581,0.0,0,0,,0,0,0.0,12,0,0
306,6,1900,0.0,0,0,oval,0,0,0.0,12,0,0
307,7,2221,0.0,0,0,triangle,0,0,0.0,12,0,0
308,8,2532,0.0,0,0,light,0,0,0.0,12,0,0
309,9,2845,0.0,0,0,disk,0,0,0.0,12,0,0
310,10,3164,0.0,0,0,rectangle,0,0,0.0,12,0,0
311,11,3477,0.0,0,0,disk,0,0,0.0,12,0,0
312,12,3800,0.0,0,0,other,0,0,0.0,12,0,0
313,13,4109,0.0,0,0,disk,0,0,0.0,12,0,0
314,14,4422,0.0,0,0,disk,0,0,0.0,12,0,0
315,15,4751,0.0,0,0,cigar,1,1,1.0,12,0,0
316,16,5068,0.0,0,0,sphere,0,0,0.0,12,0,0
317,17,5383,0.0,0,0,other,0,0,0.0,12,0,0
318,18,5716,0.0,0,0,fireball,0,0,0.0,12,0,0
319,19,6039,0.0,0,0,,0,0,0.0,12,0,0
320,20,6350,0.0,0,0,cigar,0,0,0.0,12,0,0
321,21,6667,0.0,0,0,other,0,0,0.0,12,0,0
322,22,6984,0.0,0,0,sphere,0,0,0.0,12,0,0
323,23,7303,0.0,0,0,sphere,0,0,0.0,12,0,0
324,24,7624,0.0,0,0,other,0,0,0.0,12,0,0
325,25,7941,0.0,0,0,sphere,0,0,0.0,12,0,0
326,1,321,0.0,0,0,,0,0,0.0,13,1,25
327,2,632,0.0,0,0,cigar,0,0,0.0,13,0,0
328,3,955,0.0,0,0,triangle,0,0,0.0,13,0,0
329,4,1272,0.0,0,0,sphere,0,0,0.0,13,0,0
330,5,1595,0.0,0,0,,0,0,0.0,13,0,0
331,6,1914,0.0,0,0,light,0,0,0.0,13,0,0
332,7,2227,0.0,0,0,egg,0,0,0.0,13,0,0
333,8,2545,0.0,0,0,light,0,0,0.0,13,0,0
334,9,2870,0.0,0,0,cylinder,0,0,0.0,13,0,0
335,10,3185,0.0,0,0,cigar,0,0,0.0,13,0,0
336,11,3500,0.0,0,0,circle,0,0,0.0,13,0,0
337,12,3813,0.0,0,0,egg,0,0,0.0,13,0,0
338,13,4128,0.0,0,0,sphere,0,0,0.0,13,0,0
339,14,4453,0.0,0,0,sphere,0,0,0.0,13,0,0
340,15,4762,0.0,0,0,disk,0,0,0.0,13,0,0
341,16,5081,0.0,0,0,cigar,0,0,0.0,13,0,0
342,17,5392,0.0,0,0,oval,0,0,0.0,13,0,0
343,18,5701,0.0,0,0,sphere,0,0,0.0,13,0,0
344,19,6014,0.0,0,0,light,0,0,0.0,13,0,0
345,20,6351,0.0,0,0,disk,1,1,1.0,13,0,0
346,21,6670,0.0,0,0,cigar,0,0,0.0,13,0,0
347,22,6989,0.0,0,0,disk,0,0,0.0,13,0,0
348,23,7306,0.0,0,0,,0,0,0.0,13,0,0
349,24,7631,0.0,0,0,cigar,0,0,0.0,13,0,0
350,25,7942,0.0,0,0,oval,0,0,0.0,13,0,0
351,1,327,0.0,0,0,fireball,0,0,0.0,14,1,25
352,2,640,0.0,0,0,circle,0,0,0.0,14,0,0
353,3,957,0.0,0,0,disk,0,0,0.0,14,0,0
354,4,1276,0.0,0,0,sphere,0,0,0.0,14,0,0
355,5,1597,0.0,0,0,cigar,0,0,0.0,14,0,0
356,6,1908,0.0,0,0,cigar,0,0,0.0,14,0,0
357,7,2219,0.0,0,0,light,0,0,0.0,14,0,0
358,8,2540,0.0,0,0,triangle,0,0,0.0,14,0,0
359,9,2857,0.0,0,0,disk,0,0,0.0,14,0,0
360,10,3174,0.0,0,0,circle,1,1,1.0,14,0,0
361,11,3489,0.0,0,0,cigar,0,0,0.0,14,0,0
362,12,3816,0.0,0,0,,0,0,0.0,14,0,0
363,13,4131,0.0,0,0,light,0,0,0.0,14,0,0
364,14,4448,0.0,0,0,various,0,0,0.0,14,0,0
365,15,4761,0.0,0,0,disk,0,0,0.0,14,0,0
366,16,5064,0.0,0,0,disk,0,0,0.0,14,0,0
367,17,5383,0.0,0,0,,0,0,0.0,14,0,0
368,18,5696,0.0,0,0,oval,0,0,0.0,14,0,0
369,19,6021,0.0,0,0,disk,0,0,0.0,14,0,0
370,20,6340,0.0,0,0,,0,0,0.0,14,0,0
371,21,6646,0.0,0,0,disk,0,0,0.0,14,0,0
372,22,6965,0.0,0,0,disk,0,0,0.0,14,0,0
373,23,7296,0.0,0,0,sphere,0,0,0.0,14,0,0
374,24,7606,0.0,0,0,sphere,0,0,0.0,14,0,0
375,25,7925,0.0,0,0,cigar,1,1,1.0,14,0,0
376,1,329,0.0,0,0,sphere,0,0,0.0,15,1,25
377,2,652,0.0,0,0,cylinder,0,0,0.0,15,0,0
378,3,965,0.0,0,0,disk,0,0,0.0,15,0,0
379,4,1276,0.0,0,0,disk,0,0,0.0,15,0,0
380,5,1590,0.0,0,0,disk,0,0,0.0,15,0,0
381,6,1899,0.0,0,0,disk,0,0,0.0,15,0,0
382,7,2228,0.0,0,0,rectangle,0,0,0.0,15,0,0
383,8,2541,0.0,0,0,light,0,0,0.0,15,0,0
384,9,2860,0.0,0,0,fireball,0,0,0.0,15,0,0
385,10,3181,0.0,0,0,light,0,0,0.0,15,0,0
386,11,3500,0.0,0,0,,0,0,0.0,15,0,0
387,12,3821,0.0,0,0,,0,0,0.0,15,0,0
388,13,4134,0.0,0,0,light,0,0,0.0,15,0,0
389,14,4455,0.0,0,0,other,0,0,0.0,15,0,0
390,15,4778,0.0,0,0,triangle,1,1,1.0,15,0,0
391,16,5093,0.0,0,0,disk,0,0,0.0,15,0,0
392,17,5414,0.0,0,0,other,0,0,0.0,15,0,0
393,18,5725,0.0,0,0,other,0,0,0.0,15,0,0
394,19,6036,0.0,0,0,disk,0,0,0.0,15,0,0
395,20,6359,0.0,0,0,disk,0,0,0.0,15,0,0
396,21,6686,0.0,0,0,sphere,0,0,0.0,15,0,0
397,22,6999,0.0,0,0,disk,0,0,0.0,15,0,0
398,23,7320,0.0,0,0,light,0,0,0.0,15,0,0
399,24,7633,0.0,0,0,oval,0,0,0.0,15,0,0
400,25,7961,0.0,0,0,sphere,0,0,0.0,15,0,0
401,1,321,0.0,0,0,,0,0,0.0,16,1,25
402,2,688,0.0,0,0,circle,0,0,0.0,16,0,0
403,3,1001,0.0,0,0,disk,0,0,0.0,16,0,0
404,4,1330,0.0,0,0,cylinder,0,0,0.0,16,0,0
405,5,1639,0.0,0,0,oval,1,1,1.0,16,0,0
406,6,1966,0.0,0,0,triangle,0,0,0.0,16,0,0
407,7,2287,0.0,0,0,cigar,0,0,0.0,16,0,0
408,8,2608,0.0,0,0,disk,0,0,0.0,16,0,0
409,9,2921,0.0,0,0,disk,0,0,0.0,16,0,0
410,10,3240,0.0,0,0,triangle,0,0,0.0,16,0,0
411,11,3559,0.0,0,0,circle,0,0,0.0,16,0,0
412,12,3884,0.0,0,0,triangle,0,0,0.0,16,0,0
413,13,4203,0.0,0,0,disk,0,0,0.0,16,0,0
414,14,4510,0.0,0,0,disk,0,0,0.0,16,0,0
415,15,4823,0.0,0,0,light,0,0,0.0,16,0,0
416,16,5132,0.0,0,0,oval,0,0,0.0,16,0,0
417,17,5457,0.0,0,0,,0,0,0.0,16,0,0
418,18,5768,0.0,0,0,oval,0,0,0.0,16,0,0
419,19,6091,0.0,0,0,,0,0,0.0,16,0,0
420,20,6400,0.0,0,0,oval,1,1,1.0,16,0,0
421,21,6717,0.0,0,0,circle,0,0,0.0,16,0,0
422,22,7042,0.0,0,0,,0,0,0.0,16,0,0
423,23,7357,0.0,0,0,other,0,0,0.0,16,0,0
424,24,7670,0.0,0,0,light,0,0,0.0,16,0,0
425,25,7991,0.0,0,0,,0,0,0.0,16,0,0
426,1,311,0.0,0,0,cigar,0,0,0.0,17,1,25
427,2,634,0.0,0,0,chevron,0,0,0.0,17,0,0
428,3,945,0.0,0,0,circle,0,0,0.0,17,0,0
429,4,1260,0.0,0,0,circle,0,0,0.0,17,0,0
430,5,1575,0.0,0,0,disk,0,0,0.0,17,0,0
431,6,1902,0.0,0,0,other,0,0,0.0,17,0,0
432,7,2207,0.0,0,0,sphere,0,0,0.0,17,0,0
433,8,2524,0.0,0,0,light,0,0,0.0,17,0,0
434,9,2835,0.0,0,0,disk,0,0,0.0,17,0,0
435,10,3164,0.0,0,0,sphere,1,1,1.0,17,0,0
436,11,3479,0.0,0,0,disk,0,0,0.0,17,0,0
437,12,3796,0.0,0,0,cylinder,0,0,0.0,17,0,0
